"製品品番","製品名","ProductionLine"
"JB54","BI ﾃﾞﾀｰﾌｧｲﾝｽｰﾊﾟｰMS",
"DS020666","*ｻﾆﾀｽｱﾜﾉﾊﾅF1 20KGX1 PN*",
"T40412","ﾌﾞﾘｰﾁF ｱﾜｽﾌﾟﾚｰｾｯﾄ 600MLX12","OFF"
"T31716","ﾌﾞﾘｰﾁ F 2LX6","JP3"
"DB39","BI SUMA ｿｰｸK7",
"JB55","BI ﾌﾞﾘｰﾁF",
"FB5","BI ｻﾆﾀｽｱﾜﾉﾊﾅ F1",
"FB7","BI ﾃﾞｨﾎﾞｻﾝTC86",
"T20081","*ﾃﾞﾀｰﾌｧｲﾝｽｰﾊﾟｰG1 4KGX4*",
"T20083","*ﾃﾞﾀｰﾌｧｲﾝｽｰﾊﾟｰG3 4KGX4*",
"FB8","BI ｼﾌﾟﾄﾝ (VC11)",
"FB9","BI ﾌﾞﾙｰｽﾌﾟﾚｲ ｱｼｯﾄﾞ",
"T20034","ﾃﾞﾀｰﾌｧｲﾝｽｰﾊﾟｰGM 4KGX4",
"T44305","ELW HCﾗﾝﾄﾞﾘｰ3ｴﾝｻﾞｲﾑ5LX1","7B"
"T44120","*ELW HCﾗﾝﾄﾞﾘｰ1ﾃﾞﾀｰｼﾞｪﾝﾄ20LX1*",
"T36202","PK ｼﾞｮｷﾝﾋｮｳﾊｸﾌﾟﾛ 2LX6","JP3"
"DB40","BI ELW HC1ﾃﾞﾀｰｼﾞｪﾝﾄ",
"DB41","BI ELW HC3ｴﾝｻﾞｲﾑ",
"JB58","BI ﾃﾞﾀｰﾌｧｲﾝｽｰﾊﾟｰGM",
"FB11","BI DIVOS80-2",
"FB12","BI DIVOS95",
"T40131","ﾎｼｻﾞｷJWS-4DHM 4KGX4",
"T40141","ﾎｼｻﾞｷJWS-1.8DHP 1.8KGX6",
"T20300","ﾌﾟﾛｾﾝﾃDWｶｰﾄﾘｯｼﾞｾﾝｻﾞｲMA 4KGX4",
"2DS020668","ﾊﾟﾝｹﾚｰﾄ VA19 20KGX1",
"2DS020667","*ﾀﾞｲｷﾚｰﾄVC11 20KGX1*",
"2DS040065","ﾊﾟﾝｹﾚｰﾄ DE 20KGX1 QB",
"2DS020371","ｻﾆﾌｫｰﾑ S 20KGX1 PN",
"2DS026171","*ｻﾆﾌｫｰﾑ S2 24KGX1 PN*",
"2DS026173","*ｻﾆﾌｫｰﾑ S2 363KGX1 CT*",
"2DS020429","ﾀﾞｲｷﾚｰﾄ AI 20KGX1 PN",
"2DS020436","ﾀﾞｲｷﾚｰﾄ LE 1000KGX1 CT",
"2DS020446","ﾀﾞｲｷﾚｰﾄ LE 20KGX1 PN",
"2DS020447","ﾀﾞｲｷﾚｰﾄ LE 200KGX1 PD",
"2DS020389","●ﾀﾞｲｷﾚｰﾄ MD3 200KGX1 PD",
"2DS020419","ﾀﾞｲｷﾚｰﾄ AN1 20KGX1 PN",
"2DS020658","*ｼｭｱｸﾘｰﾝ 2 20KGX1*",
"2DS020663","ｼｭｱｸﾘｰﾝ 80-2 20KGX1",
"2DS020664","ｼｭｱｸﾘｰﾝ 95 20KGX1 PN",
"2DS020659","*ｸﾘﾝｸﾛﾝ TC86 20KGX1*",
"2DS046140","*ｾﾌﾃｨｻｲﾄﾞ MH 20LX1 PN*",
"2DS046181","*ｾﾌﾃｨｻｲﾄﾞ MH 1000KGX1 CT*",
"2DS020337","*ｼｭｱﾌｫｰﾑ ｸﾛｰ 22KGX1 PN*",
"2DS020339","ｼｭｱﾌｫｰﾑ ｼﾄﾞ 22KGX1 PN",
"2DS020338","ｼｭｱﾌｫｰﾑ ﾌﾟﾛﾃｸﾄ 22KGX1 PN",
"2DS020467","ｼｭｱﾌｫｰﾑ ﾌﾟﾛﾃｸﾄ 1000KGX1 CT",
"2T35080","ﾌﾞﾗｲﾄﾌﾟﾗｽ 20LX1",
"2T35084","ﾌﾞﾗｲﾄﾌﾟﾗｽ 2LX6","JP3"
"2T35840","ﾊｲﾎﾟ(4AL1) 20LX1",
"2T35860","ﾚｲﾝﾎﾞｰ(6SL2) 20LX1",
"2T35780","ﾌﾞﾙｰｽｶｲ(3SL2) 20LX1",
"2T35850","*ｿﾝﾘﾙ(4EL1) 20LX1*",
"2T301020","ﾌﾗｲﾔｰｸﾘｰﾅｰ 2.5KGX4",
"2T30180","ｿｰｸ 1KGX10",
"216214","*ｵﾌﾟﾁﾌｧｲﾝ 102 4KGX4*",
"2T20112","ｵﾌﾟﾁﾌｧｲﾝDWCｴｺﾊﾟｳﾁ 2KGX8","JP3"
"22972401","ｵﾌﾟﾁﾌｧｲﾝﾌﾟﾗｲﾑ 3KGX4",
"29733","除菌消臭ﾚﾓﾝ 480MLX15",
"216022","ｶﾞﾗｽｸﾘｱ　480MLX15",
"20053","ｼｬｲﾝﾎﾟﾘｼｭ(ｴｱｿﾞｰﾙ) 480MLX15",
"212632","ｼﾞｮｷﾝｼｮｳｼｭｳ301 500MLX20",
"2T34931","ｻﾆﾀｲｻﾞｰ 5LX3",
"24062","ｲｰｼﾞｰｽﾌﾟﾚｰﾄｲﾚﾙｰﾑｶｰﾄﾘﾂｼﾞ40MLX8",
"24072","ｲｰｼﾞｰｽﾌﾟﾚｰﾄｲﾚﾙｰﾑｽﾀｰﾀｰ 40MLX6",
"T31704","ﾌﾞﾘｰﾁA 5KGX3",
"DB42","BI ﾃﾞﾀｰﾌｧｲﾝｽｰﾊﾟｰG1",
"T20075","ｵﾌﾟﾁﾌｧｲﾝｽｰﾊﾟｰ 4KGX4",
"T31700","ﾌﾞﾘｰﾁ 1.5LX8",
"T20213","ｼｭｱﾌｫｰﾑ･ﾌﾟﾛﾃｸﾄ　5LX3",
"5996687","ﾆｮｳｾｷｸﾘｰﾅｰ 2LX4","JP3"
"JB60","BI ｵﾌﾟﾁﾌｧｲﾝ ｽｰﾊﾟｰ",
"JB61","BI ﾌﾟﾛｾﾝﾃDWｶｰﾄﾘｯｼﾞｾﾝｻﾞｲMA",
"DS020691","*ｼｭｱｸﾘｰﾝ2 1000KGX1 CT*",
"DS020692","ｼｭｱｸﾘｰﾝADD3 20KGX1",
"FB13","BI ﾊﾟﾝｹﾚｰﾄ W1",
"T43716","ｳｨﾝﾀｰ ﾌﾞﾘｰﾁCB 5KGX2","7B"
"T22476","*ﾕﾆｽｰﾊﾟｰG1 UNｶｰﾄﾝ 4.5KGX3*",
"T27648","*ﾕﾆﾏｷｼG3 UNｶｰﾄﾝ 4.5KGX3*",
"DS020694","*ｸﾘﾝｸﾛﾝTC86 1000KGX1 CT*",
"DS048163","ﾍﾞﾙｽ8.5%ｴﾝｻﾝ(ｷｲﾛｷｬｯﾌﾟ)10KGX2CS",
"DS040078","*ﾊﾟﾝｹﾚｰﾄ VC45 1TX1 CT ｶｷﾞﾂｷ*",
"DS020698","*ﾊﾟﾝｹﾚｰﾄ VC45 20KGX1 PN*",
"6001581","ｽﾃﾝｸﾞﾛｽ ｸﾘｰﾝ&ﾎﾟﾘｯｼｭ 65ML X 12",
"T46816","ｱﾙｺｰﾙﾖｳｷﾘｽﾌﾟﾚｲﾔｰ12ﾎﾝX1",
"DS040079","●ﾊﾟﾝｹﾚｰﾄMS1 1000KGX1 CT",
"T46687","ｵｶﾌﾟﾛｱｸｱｳｫｯｼｭ20LX1",
"T46764","ｵｶﾌﾟﾛｱｸｱｳｫｯｼｭﾌﾟﾗｽ20LX1",
"T46971","ｵｶﾌﾟﾛｱｸｱｻﾆﾀﾘｰ20LX1",
"T46372","ｵｶﾌﾟﾛｱｸｱｿﾌﾀｰ 20LX1",
"T31736","ﾌﾟﾛｾﾝﾃﾌﾞﾘｰﾁﾌﾟﾗｽ 5KGX2",
"T36716","ﾌﾟﾛｾﾝﾃｻﾝｿｹｲﾋｮｳﾊｸｻﾞｲ 2KGX6","JP3"
"T36861","ﾌﾟﾛｾﾝﾃﾉｳｼｭｸﾁｭｳｾｲﾊﾟｳﾁ 840MLX16",
"T24369","ﾌﾟﾛﾎﾞｰｽﾄﾌﾟﾗｽ 24KGX1",
"JB62","BI ｽﾃﾝｸﾞﾛｽ　C&P",
"JB65","BI ｱﾙﾃｨｰ75",
"FB14","BI ﾃﾞｨﾎﾞｽ ADD3",
"6013099","Eｽﾌﾟﾚｰｵｷｼｳﾞｨﾙ5 ｶｰﾄﾘｯｼﾞ 40MLX8",
"6013101","Eｽﾌﾟﾚｰｵｷｼｳﾞｨﾙ5 ｽﾀｰﾀｰ 40MLX6",
"T25796","ﾃﾞﾀｰﾌｨﾙNA 2KGX6","JP3"
"T36764","ｾｰﾌﾀｯﾁ ﾔｸﾖｳｾｯｹﾝIP 800MLX6",
"TB94"," BI ﾃﾞﾀｰﾌｨﾙ NA",
"T32764","JD FLEXｼﾞｮｷﾝﾋｮｳﾊｸｻﾞｲ3.8LX2",
"DS040081","*ﾀﾞｲｷﾚｰﾄ HDS 1KGX1*",
"T21521","ﾃﾞﾀｰﾌｧｲﾝｽｰﾊﾟｰM1 0.75KGX6",
"DS040083","*ﾀﾞｲｷﾚｰﾄ RF1 ﾛｰﾘｰ*",
"TB95","BI ﾃﾞﾀｰﾌｧｲﾝｽｰﾊﾟｰM1",
"CB2","BI ES ﾁｮｳﾘｷｸﾞﾖｳ",
"T35742","ｾｰﾌﾀｯﾁﾊﾝﾄﾞｿｰﾌﾟﾌﾟﾗｽF 2LX6","JP3"
"6019618","ES GPﾏﾙﾁｸﾘｰﾅｰｶｰﾄﾘｯｼﾞ 40MLX8",
"6019626","ES GPﾏﾙﾁｸﾘｰﾅｰｽﾀｰﾀｰ 40MLX6",
"6019634","ESｻﾝｾｲﾄｲﾚﾊﾞｽﾖｳｶｰﾄﾘｯｼﾞ 40MLX8",
"6019642","ESｻﾝｾｲﾄｲﾚﾊﾞｽﾖｳｽﾀｰﾀｰ 40MLX6",
"DS020718","ｻﾆﾀｽ ｽｹｰﾙｵﾄｼ 5KGX2",
"FB15","BI ﾊﾟﾝｹﾚｰﾄW2",
"JB91","BI 次亜 13% 食添",
"T30052","ｻﾆｯｼｭFA2 5LX3",
"T30053","ｻﾆｯｼｭFA2 20LX1",
"DS040084","*ﾊﾟﾝｹﾚｰﾄ VC45 1TX1 CT ｶｷﾞﾂｷ*",
"6021822","BI ES GPﾏﾙﾁｸﾘｰﾅｰ",
"CB3","BI ES ｻﾝｾｲﾄｲﾚﾊﾞｽﾖｳ",
"T31200","ELW ﾐﾆｵﾌﾞﾂｼｮﾘｼｽﾃﾑｾﾝｻﾞｲ1 10LX1","7B"
"T31300","ELW ﾐﾆｵﾌﾞﾂｼｮﾘｼｽﾃﾑｾﾝｻﾞｲ2 10LX1","7B"
"T31500","*ELW ﾐﾆｵﾌﾞﾂｼｮﾘｼｽﾃﾑｾﾝｻﾞｲ4 10LX1","7A"
"T35762","ｾｰﾌﾀｯﾁESﾔｸﾖｳﾃｱﾗｲｾｯｹﾝ  2LX6","JP3"
"T35766","ｾｰﾌﾀｯﾁﾊﾝﾄﾞｿｰﾌﾟﾌﾟﾗｽNS 2LX6","JP3"
"CB5","BI ﾌﾟﾛｾﾝﾃﾉｳｼｭｸﾁｭｳｾｲﾊﾟｳﾁ",
"6025031","BI ｾｰﾌﾀｯﾁﾊﾝﾄﾞｿｰﾌﾟﾌﾟﾗｽ(Ib)",
"T40161","ﾎｼｻﾞｷ ME-08-10 10LX1","7A"
"T40171","ﾎｼｻﾞｷ ME-08-20 20LX1","2A"
"T40181","ﾎｼｻﾞｷ ME-10-10 10LX1","7A"
"T40191","ﾎｼｻﾞｷ ME-10-20 20LX1","2A"
"T40241","ﾎｼｻﾞｷ ME-12-10 10LX1",
"T40261","ﾎｼｻﾞｷ ME-12-20 20LX1","2A"
"DB44","BI ﾎｼｻﾞｷ ME-08",
"DB45","BI ﾎｼｻﾞｷ ME-10",
"DB46","BI ﾎｼｻﾞｷ ME-12",
"6025823","ESｷｮｳﾘｮｸｱﾌﾞﾗｵﾄｼ ｶｰﾄﾘｯｼﾞ 40MLX8",
"6025831","ESｷｮｳﾘｮｸｱﾌﾞﾗｵﾄｼ ｽﾀｰﾀｰ 40MLX6",
"T20085","ﾃﾞﾀｰﾌｧｲﾝｽｰﾊﾟｰG8 4KGX4",
"T41240","●ﾆﾁﾈﾝﾃﾞｨｰﾌﾟｸﾘｰﾝMB 20LX1","2A"
"T30014","ﾋﾟｭｱﾎﾜｲﾄｺﾝｸ 10LX1",
"T30016","ﾌﾞﾙｰｽｶｲｺﾝｸ 10LX1",
"T40234","ｳｨﾝﾀｰRP-4A 4KGX4",
"DB47","BI ﾌﾞﾙｰｽｶｲｺﾝｸ",
"DB48","BI PURE WHITE CONC.",
"DS020733","ｼｭｱﾌｫｰﾑ ﾌﾟﾛﾃｸﾄ 220KGX1 PD",
"T21583","*ﾃﾞﾀｰﾌｨﾙｽｰﾊﾟｰZ 2KGX8*","JP3"
"CB4","BI ｻﾆｯｼｭ FA2",
"DS010156","●ｻﾆﾀｽｶﾌﾟｾﾙ 3 2.8KGX4 ﾕｼｭﾂ",
"DS030641","ｽﾗｲﾀﾞｰ HD65 20KGX1 QB",
"DS030642","ｽﾗｲﾀﾞｰ HD65 1000KGX1 CT IBC",
"6035811","JDFﾕｶﾖｳｱﾙｶﾘｼﾞｮｷﾝND 1.5LTX4",
"T365200","JDFﾀﾓｸﾃｷｼﾞｮｷﾝｾﾝｻﾞｲND 1.5LTx4",
"FB17","BI ｽﾗｲﾀﾞｰ HD65",
"DS020753","ｸﾘﾝｸﾛﾝ L 1000KGX1 CT",
"T35655","STﾀﾌﾞﾚｯﾄ (60GX30)X6",
"T30018","ﾗﾝﾄﾞﾘｯｼｭﾌﾟﾛ 5LX3","JP1"
"DB49","BI ﾊﾟﾝﾄﾘｰ",
"DB50","BI ST ﾀﾌﾞﾚｯﾄ",
"T35675","ﾄﾞﾚｲﾝ(ｶｸﾎﾞﾄﾙ) 18.9LX1",
"DB52","BI ﾗﾝﾄﾞﾘﾂｼﾕﾌﾟﾛ",
"6039547","ｽｰﾊﾟｰﾌｫｰﾑEX 480mLX15",
"DS020760","*ｼｭｱｸﾘｰﾝ 119CL 20KGX1 PN*",
"DS020761","ﾊﾟﾝｹﾚｰﾄ DS50a 1000KGX1 CT",
"6039871","Eｽﾌﾟﾚｰ ﾎｰﾙｶﾞﾗｽﾖｳｶｰﾄﾘｯｼﾞ 40MLX8",
"6039889","Eｽﾌﾟﾚｰ ﾎｰﾙｶﾞﾗｽﾖｳ ｽﾀｰﾀｰ 40MLX6",
"T42115","JID ﾃｨｰﾎﾟｰﾙｸﾘｱ 90MLX80",
"DS020765","CIP FOAM-01 20KGX1PN",
"DS020766","ｻﾆﾀｽ ｱﾜﾉﾊﾅｸﾘｰﾝSP 20KGX1 PN",
"DS010157","ｻﾆﾀｽｶﾌﾟｾﾙ3MC 3KGX4",
"DS020767","*ﾊﾟﾝｹﾚｰﾄ W1 20KGX1 PN*",
"DS020768","*ﾊﾟﾝｹﾚｰﾄ W1 1000KGX1 CT ｶｷﾞﾂｷ*",
"DS020769","*ﾊﾟﾝｹﾚｰﾄ W2 20KGX1 PN*",
"DS020771","*ﾊﾟﾝｹﾚｰﾄ W2 ﾛｰﾘｰ*",
"DS020773","*ﾊﾟﾝｹﾚｰﾄ W2 1000KGX1 CT ｶｷﾞﾂｷ*",
"DS020774","ｻﾆﾌｫｰﾑ ｿｸｾﾝﾘｮｸ 20KGX1 PN",
"DS020776","ｻﾆﾀｽｱﾜﾉﾊﾅF2 20KGX1 PN",
"DS020777","ｻﾆﾌｫｰﾑ ｿｸｾﾝﾘｮｸ 1000KGX1 CT",
"6041372"," BI ﾆｮｳｾｷｸﾘｰﾅｰ",
"TB96","BI ﾃﾞﾀｰﾌｨﾙｽｰﾊﾟｰ Z",
"DS020778","AKｸﾘｰﾝ ｴﾝｿｹｲｱﾙｶﾘ 20KGX1 PN",
"FB18","BI ｻﾆﾌｫｰﾑ ｿｸｾﾝﾘｮｸ",
"DB54","BI ｵｷｼﾗｲﾄ",
"T40192","ｴｺﾗﾝﾄﾞﾘｰｼｱｹﾞｻﾞｲ 20LX1","2A"
"DB56","BI ｴｺﾗﾝﾄﾞﾘｰ ｼｱｹﾞｻﾞｲ",
"T21529","ﾃﾞﾀｰﾌｧｲﾝｽｰﾊﾟｰM1 2.2KGX4","JP3"
"T41323","600MLｱﾙｺｰﾙｽﾌﾟﾚｰﾎﾞﾄﾙ(IMD) 12X1","OFF"
"T40066","ｵｷｼﾗｲﾄﾌﾟﾛ ｽﾌﾟﾚｰﾂｷ 450MLX30",
"6043634","ｵｷｼﾗｲﾄ 5LX3",
"6044004","ｵｷｼｳﾞｨﾙﾌｧｲﾌﾞ(NA) 3.78LX2",
"T30334","PROS ｱﾙｺｰﾙｼﾞｮｷﾝｻﾞｲS62 5LX2","JP1"
"T30167","ｻﾆｯｼｭMD 2LX6","JP3"
"T28730","ﾃﾞﾀｰﾌｧｲﾝｺﾝｸLB 6KGX2","JP1"
"6045681","ｱﾙｺｰﾙｼﾞｮｷﾝｻﾞｲ75 5LX2",
"DS010158","ｻﾆﾀｽ ｶﾌﾟｾﾙ3 2.8KGX4",
"DS010159","ｻﾆﾀｽ CVR 1.8KGX6 CS",
"TB97","BI ﾃﾞﾀｰﾌｧｲﾝ ｺﾝｸLB",
"DS040089","*ﾀﾞｲｷﾚｰﾄRF1 1000KGX1 CT ｶｷﾞﾂｷ*","6B"
"6050922","●ACEﾃﾞｨｽﾍﾟﾝｻｰｾｯﾄ X1",
"6053947","ﾄｲﾚﾖｳｾﾝｻﾞｲ(ｻﾝｾｲﾀｲﾌﾟ)  800MLX12",
"T30019","ﾗﾝﾄﾞﾘｯｼｭﾌﾟﾛ 2LX6","JP3"
"DS010160","ｻﾆﾀｽｶﾌﾟｾﾙｼｬｲﾝ 3KGX4",
"DS020789","ｻﾆﾀｽｱﾜﾉﾊﾅｸﾘｰﾝSP 1000KGX1 CT",
"T27700","ﾃﾞﾀｰﾌｧｲﾝｺﾝｸLA 12KGX1","JP3"
"DS040090","*ﾀﾞｲｷﾚｰﾄ ML3 ﾛｰﾘｰ*",
"T40259","PROSﾊﾟｰﾌｪｸﾄｳｫｯｼｭｽﾀｰﾀｰ 1.5LX6",
"T40260","PROSﾊﾟｰﾌｪｸﾄｳｫｯｼｭﾂﾒｶｴ 1.5LX8",
"T31210","ﾃﾞﾀｰﾌﾟﾗｲﾄW ｴｺﾊﾟｳﾁ 800GX10",
"T46300","ELW COIN ｿﾌﾀｰ 17KGX1","7B"
"DS040092","ｻﾆﾌｫｰﾑ ｿｸｾﾝﾘｮｸ 1000KGX1 CT",
"DS040093","ｻﾆﾀｽｱﾜﾉﾊﾅｸﾘｰﾝSP 1000KGX1 CT",
"T35825","ﾌﾟﾛﾀﾞｲﾔﾓﾝﾄﾞ2 20LX1",
"JB67","BI PROSﾊﾟｰﾌｪｸﾄｳｫｯｼｭ",
"DS010161","●ｻﾆﾀｽ ｶﾌﾟｾﾙ3 2.8KGX4 (ﾀｲﾜﾝ)",
"T20215","ｼｭｱﾌｫｰﾑﾌﾟﾛﾃｸﾄ 2 5LX3",
"T36504","ｱﾙﾃｨｰ75 950MLX12",
"T34823","PS ｼﾞｮｷﾝﾖｳｱﾙｺｰﾙ 950MLX12",
"DS020482","ﾀﾞｲｷﾚｰﾄGL3ﾁｭｳｶﾝﾀｲ 1200KGX1CT",
"DS026175","ｽｲﾖｳｾｲ ﾎﾟﾘﾏｰA 200KGX1 PD",
"FB19","BI ｽｲﾖｳｾｲﾎﾟﾘﾏｰA",
"T31212","ﾃﾞﾀｰﾌﾟﾗｲﾄW ﾊﾟｳﾁ 2KGX6","JP3"
"DS040098","*ﾊﾟﾝｹﾚｰﾄ VC ﾛｰﾘｰ*",
"DS040099","ﾊﾟﾝｹﾚｰﾄ MS1 ﾛｰﾘｰ",
"DS040100","*ﾀﾞｲｷﾚｰﾄ GL1 ﾛｰﾘｰ*",
"DS040101","*ﾊﾟﾝｹﾚｰﾄ W2 ﾛｰﾘｰ*",
"DS040112","*ﾊﾟﾝｹﾚｰﾄ V20 ﾛｰﾘｰ*",
"DS040102","*ｸﾘﾝｸﾛﾝ TC86 1000KGX1 CT*",
"DS040103","*CIP-AB ﾛｰﾘｰ*",
"DS040104","*ﾊﾟﾝｹﾚｰﾄ LC10 ﾛｰﾘｰ*",
"DS040105","*ﾊﾟﾝｹﾚｰﾄ LC10 25% ﾛｰﾘｰ*",
"DS040106","*ﾀﾞｲｷﾚｰﾄ GL2(25%) ﾛｰﾘｰ*",
"DS040107","*ﾀﾞｲｷﾚｰﾄ GN1(30%) ﾛｰﾘｰ RO*",
"DS040108","*ﾀﾞｲｷﾚｰﾄ GL3(30%) ﾛｰﾘｰ*",
"DS040109","*ﾀﾞｲｷﾚｰﾄ GR2 ﾛｰﾘｰ*",
"DS040110","*ﾀﾞｲｷﾚｰﾄ GN1(35%) ﾛｰﾘｰ RO*",
"DS040111","*ﾀﾞｲｷﾚｰﾄ TG(25%) ﾛｰﾘｰ*",
"906","BI ﾀﾞｲｷﾚｰﾄ GN1 (35%)",
"908","BI ﾀﾞｲｷﾚｰﾄ GL2 (25%)",
"913","BI ﾀﾞｲｷﾚｰﾄ GR2",
"925","BI ﾀﾞｲｷﾚｰﾄ TG (25%)",
"DS010162","ｻﾆﾀｽｶﾌﾟｾﾙ3MC 4KGX4",
"DB57","BI ﾌﾟﾛﾀﾞｲﾔﾓﾝﾄﾞ2",
"TB99","BI ｻﾆﾀｽｶﾌﾟｾﾙ 3MC",
"T24370","NDD-B 24KGX1",
"T20114","ﾃﾞﾀｰﾌｨﾙMC ﾍﾟｰﾊﾟｰﾊﾟｳﾁ 1.6KGX10",
"T21531","ﾃﾞﾀｰﾌｧｲﾝｽｰﾊﾟｰM2 2.5KGX4",
"6068444","ﾊｲｼﾞｰﾝﾌﾟﾛﾃｸﾄﾜｲﾌﾟ 100ﾏｲX18",
"T40075","▼ｴﾝｿｹｲｼﾞｮｷﾝﾋｮｳﾊｸ HCL-1 5LX2",
"T20175","ﾃﾞﾀｰﾌｧｲﾝｺﾝｸLM 12KGX1","JP3"
"TB100","BI ﾃﾞﾀｰﾌｧｲﾝｽｰﾊﾟｰM2",
"6069826","BINT ｻﾝﾉﾆﾂｸ TP2",
"T35086","ｾﾝﾀｸｵｳ ｲﾘｮｳﾖｳ 5LX3",
"T35087","ｾﾝﾀｸｵｳ ｾｲｿｳｼｻﾞｲﾖｳ 5LX3",
"4034","ｽﾃﾝ ｸﾞﾛｽ          480MLX15",
"4044","ﾌﾟﾛﾜｰｸ            420MLX15",
"4265","ﾌﾗｲﾔｰ ﾌｱｲﾀｰ     500GRX20",
,,
"T20531","ﾘﾝｽｴｸｾﾚﾝﾄ 2LX6","JP3"
