"材料品番","材料名","単位","ID"
"823905","ﾃﾞｨｿﾞﾙﾋﾞﾝ D-40 (250KG) *27*","KG","3872"
"823790","EDTA 4NA 40%水溶液(JACKCHEM)","KG","3873"
"5008458","BI ★ｻﾆｯｼｭ","KG","3874"
"934720","BTL ｻﾆｯｼｭﾂｹｶｴﾖｳ 550ML","EA","3875"
"990630","CTN ｻﾆｯｼｭﾂｹｶｴﾖｳ 550MLX12","EA","3876"
"3051436","CAP 共通密栓ｷｬｯﾌﾟ(ﾊﾟｯｷﾝﾂｷ)ｱｶ","EA","3877"
"963330","FLM BIB 18Lﾊﾟﾜ-ｼｭﾘﾝｸ13280=20ﾎﾝ","EA","3878"
"3020103","OTH共通BIB用PPﾊﾞﾝﾄﾞ(ｱｵ)","EA","3879"
"2885586","CTN BIB 共通ｻｲﾄﾞﾋﾟｰｽ ﾛｺﾞ無","EA","3880"
"962170","POU共通BIBﾊﾞｯｸ+ﾌﾟﾙﾘﾝｸﾞｷｬｯﾌﾟ","EA","3881"
"984610","CTN BIB共通ﾗｯﾌﾟﾋﾟｰｽｶｯﾄﾃｰﾌﾟﾅｼ","EA","3882"
"914480","LBL YTｺｰﾄ 18L BIB","EA","3883"
"6050800","BI ｺｳﾀｸｵｳ ﾌﾟﾗｽC","KG","3884"
"220374","BTL 20L ﾎﾟﾘｶﾝ ｸﾞﾚｰﾛｯｸ 116-5","EA","3885"
"966215","LBL ｼｭｱｸﾘｰﾝ116 JPN 20KG","EA","3886"
"220515","CAP KC6052ｸﾞﾚｰﾛｯｸｷｬｯﾌﾟｶﾞｽﾇｷ","EA","3887"
"220511","LBL ﾎﾟﾘｶﾝｷｬｯﾌﾟﾁｭｳｲｼｰﾙ","EA","3888"
"259","BI ｼｭｱｸﾘｰﾝ 116 (ｺｸﾅｲ)","KG","3889"
"2287578","TPL 共通ﾊﾟﾚｯﾄ積用･段ﾊﾟｯﾄ","EA","3890"
"267","BI ｴﾝﾃﾞｭﾗﾏｯｸｽ","KG","3891"
"220341","DRM 200L SUS ﾘｰｽﾄﾞﾗﾑ","EA","3892"
"220384","LBL ﾑｼﾞPCﾖｳ ﾐﾗｺｰﾄ 150X210","EA","3893"
"220516","CAP ﾄﾞﾗﾑｷｬｯﾌﾟﾊﾟﾙｷｰ ﾀﾞｲｼｮｳｾｯﾄ","EA","3894"
"600134","BI ★ﾆｭｰﾚﾝｼﾞｸﾘｰﾅｰ ｱｵ","KG","3895"
"938100","COT ﾆｭｰﾚﾝｼﾞｸﾘｰﾅｰ 1000KG ｺﾝﾃﾅ","EA","3896"
"4121782","BI ★ﾆｭｰﾃﾞｭﾄﾞﾗｲ","KG","3897"
"960340","CAP 43ﾊﾟｯｷﾝｱﾘｷｬｯﾌﾟ(2L/5L)","EA","3898"
"932860","BTL JD 5L WEL ﾅﾁｭﾗﾙ(N)","EA","3899"
"914570","LBL ﾌﾟﾛｾﾝﾃDWﾘﾝｽ剤 5KG","EA","3900"
"998390","CTN ﾌﾟﾛｾﾝﾃDWﾘﾝｽ剤 5KGX3","EA","3901"
"914560","LBL PS除菌ｱﾙｺｰﾙEX 5L","EA","3902"
"990350","CTN PS除菌ｱﾙｺｰﾙEX 5LX3","EA","3903"
"960340","CAP 43ﾊﾟｯｷﾝｱﾘｷｬｯﾌﾟ(2L/5L)","EA","3904"
"932860","BTL JD 5L WEL ﾅﾁｭﾗﾙ(N)","EA","3905"
"612660","BI ★ｱﾙｺｰﾙ除菌剤EX","KG","3906"
"993490","TRG ｷﾘﾄﾘｶﾞｰ95G213 ｼﾛ/ｼﾛ LB=195","EA","3907"
"984690","CTN ｱﾙｺｰﾙﾖｳｽﾌﾟﾚｰﾎﾞﾄﾙ 600MLX12","EA","3908"
"913130","LBL ﾌﾟﾚﾅｽﾎﾟﾝﾌﾟ ｷｮｳﾂｳ 10ﾒﾝ","EA","3909"
"935510","BTL ｱﾙｺｰﾙｽﾌﾟﾚｰﾎﾞﾄﾙ600ML(IMD)","EA","3910"
"993500","TRG ｷﾘﾄﾘｶﾞｰ95G16 ﾐﾄﾞﾘ/ｼﾛLB=195","EA","3911"
"984690","CTN ｱﾙｺｰﾙﾖｳｽﾌﾟﾚｰﾎﾞﾄﾙ 600MLX12","EA","3912"
"913130","LBL ﾌﾟﾚﾅｽﾎﾟﾝﾌﾟ ｷｮｳﾂｳ 10ﾒﾝ","EA","3913"
"935510","BTL ｱﾙｺｰﾙｽﾌﾟﾚｰﾎﾞﾄﾙ600ML(IMD)","EA","3914"
"993350","PUM ﾌﾟﾚﾅｽ30MLﾊﾞﾈﾅｼ","EA","3915"
"986990","CTN 30MLﾌﾟｯｼｭﾎﾟﾝﾌﾟX6","EA","3916"
"914800","LBL KFCｵｲﾙﾊﾞｽﾀｰｰﾖｳ30MLﾎﾟﾝﾌﾟ","EA","3917"
"993350","PUM ﾌﾟﾚﾅｽ30MLﾊﾞﾈﾅｼ","EA","3918"
"986990","CTN 30MLﾌﾟｯｼｭﾎﾟﾝﾌﾟX6","EA","3919"
"914790","LBL KFCﾆｭｰｷｯﾁﾝｸﾘｰﾅｰﾖｳ30MLﾎﾟﾝﾌﾟ","EA","3920"
"933090","BTL JD 2L WEL ﾅﾁｭﾗﾙ(N)","EA","3921"
"960340","CAP 43ﾊﾟｯｷﾝｱﾘｷｬｯﾌﾟ(2L/5L)","EA","3922"
"986950","CTN 2LｷｼｬｸﾎﾞﾄﾙX6","EA","3923"
"941960","CAP ﾉｽﾞﾙｺｯｸ JDCNS (1X1)","EA","3924"
"914780","LBL KFCﾊﾝﾄﾞｿｰﾌﾟNS用希釈ﾎﾞﾄﾙ","EA","3925"
"220384","LBL ﾑｼﾞPCﾖｳ ﾐﾗｺｰﾄ 150X210","EA","3926"
"220502","COT 1KLSUSｾﾋｸｱﾙｶﾘ NO40","EA","3927"
"220525","PLA ｺﾝﾃﾅｹｯｿｸﾊﾞﾝﾄﾞ ｼｮｳ","EA","3928"
"966197","SPE 1Tｺﾝﾃﾅｰ用特大ﾊﾞﾝﾄﾞ","EA","3929"
"958958","LBL (ﾏｲﾄﾞ)ﾌｳｲﾝｼｰﾙ 白色","EA","3930"
"259","BI ｼｭｱｸﾘｰﾝ 116 (ｺｸﾅｲ)","KG","3931"
"966208","LBL F&B専用医薬用外劇物ﾗﾍﾞﾙ","EA","3932"
"210349","ｿｶﾗﾝ CP12S(250KG) *41*","KG","3933"
"823982","GLDA-4NA LIQUID 47% (1250KG)","KG","3934"
"336700","WATER","KG","3935"
"210317","ｶｾｲｿｰﾀﾞ ｴｷ48% ﾛｰﾘｰ TK-657","KG","3936"
"823902","TRILON BX LIQUID (1200KG)","KG","3937"
"880795","WEYLCLEAN SAS 93(25KG)","KG","3938"
"880884","ｻﾝﾃﾞｯﾄ ONA (200KG) *37*","KG","3939"
"885185","ﾄﾗｲﾄﾝ H-66(238.14KG) *37*","KG","3940"
"820140","ｶｾｲｶﾘ 48% 工業用ｸﾞﾚｰﾄﾞ(ﾛｰﾘｰ)","KG","3941"
"823904","ｸﾚｽﾄｶﾞｰﾄﾞ414LAS(250KG) *36*","KG","3942"
"210317","ｶｾｲｿｰﾀﾞ ｴｷ48% ﾛｰﾘｰ TK-657","KG","3943"
"336701","BINT ｲｵﾝ交換水","KG","3944"
"220374","BTL 20L ﾎﾟﾘｶﾝ ｸﾞﾚｰﾛｯｸ 116-5","EA","3945"
"966212","LBL ﾀﾞｲｷﾚｰﾄ GSB(30%) 20KG","EA","3946"
"220515","CAP KC6052ｸﾞﾚｰﾛｯｸｷｬｯﾌﾟｶﾞｽﾇｷ","EA","3947"
"220511","LBL ﾎﾟﾘｶﾝｷｬｯﾌﾟﾁｭｳｲｼｰﾙ","EA","3948"
"256","BI ﾀﾞｲｷﾚｰﾄ GSB(30%)","KG","3949"
"2287578","TPL 共通ﾊﾟﾚｯﾄ積用･段ﾊﾟｯﾄ","EA","3950"
"306","BI ｽﾗｲﾀﾞｰTC60","KG","3951"
"938050","IBC1000-D UN150MMﾐｯｾﾝｷｬｯﾌﾟ","EA","3952"
"220525","PLA ｺﾝﾃﾅｹｯｿｸﾊﾞﾝﾄﾞ ｼｮｳ","EA","3953"
"220526","PLA ｺﾝﾃﾅｹｯｿｸﾊﾞﾝﾄﾞ ﾁｮｳ","EA","3954"
"958958","LBL (ﾏｲﾄﾞ)ﾌｳｲﾝｼｰﾙ 白色","EA","3955"
"220465","LBL ﾑｼﾞPCﾖｳ ﾕﾎﾟ 150X210","EA","3956"
"3411551","BI ★ﾆｭｰﾘﾝｽｴｰｽ","KG","3957"
"914630","LBL ﾏﾙｾﾞﾝMD-RC10 10L","EA","3958"
"2886351","CAP KC50420(10･12.5L共用)","EA","3959"
"2287578","TPL 共通ﾊﾟﾚｯﾄ積用･段ﾊﾟｯﾄ","EA","3960"
"4032499","BTL 10BLD･KM344ﾅﾁｭﾗﾙ","EA","3961"
"958958","LBL (ﾏｲﾄﾞ)ﾌｳｲﾝｼｰﾙ 白色","EA","3962"
"2974204","CAP PP業務用ｷｬｯﾌﾟ(白)3MMﾊﾟ","EA","3963"
"934780","BTL ﾏﾙｾﾞﾝMD-SC5 5L(旧N)","EA","3964"
"998410","CTN ﾏﾙｾﾞﾝMD-SC5 5LX2","EA","3965"
"2903772","BI ★GEN2 (DL)","KG","3966"
"2287578","TPL 共通ﾊﾟﾚｯﾄ積用･段ﾊﾟｯﾄ","EA","3967"
"2886351","CAP KC50420(10･12.5L共用)","EA","3968"
"958958","LBL (ﾏｲﾄﾞ)ﾌｳｲﾝｼｰﾙ 白色","EA","3969"
"932550","BTL 10Lﾍﾝﾍﾟｲﾎﾞﾄﾙ ｱｵ","EA","3970"
"914620","LBL ﾏﾙｾﾞﾝMD-SC10 10L","EA","3971"
"2903772","BI ★GEN2 (DL)","KG","3972"
"2287578","TPL 共通ﾊﾟﾚｯﾄ積用･段ﾊﾟｯﾄ","EA","3973"
"3045221","CAP KC60550(20L共用)","EA","3974"
"958958","LBL (ﾏｲﾄﾞ)ﾌｳｲﾝｼｰﾙ 白色","EA","3975"
"932540","BTL 20Lﾍﾝﾍﾟｲﾎﾞﾄﾙ ｱｵ","EA","3976"
"914610","LBL ﾏﾙｾﾞﾝMD-SC20 20L","EA","3977"
"2903772","BI ★GEN2 (DL)","KG","3978"
"960340","CAP 43ﾊﾟｯｷﾝｱﾘｷｬｯﾌﾟ(2L/5L)","EA","3979"
"934810","BTL ﾏﾙｾﾞﾝSC-ST2C 2L(N)","EA","3980"
"998440","CTN ﾏﾙｾﾞﾝSC-ST2C 2LX6","EA","3981"
"4559223","BI ST ｺﾝｸ","KG","3982"
"2886351","CAP KC50420(10･12.5L共用)","EA","3983"
"4032499","BTL 10BLD･KM344ﾅﾁｭﾗﾙ","EA","3984"
"914660","LBL ｻﾆﾀｽ彩光ｸﾘｰﾝ 10Lﾛｰﾙ","EA","3985"
"2287578","TPL 共通ﾊﾟﾚｯﾄ積用･段ﾊﾟｯﾄ","EA","3986"
"4121782","BI ★ﾆｭｰﾃﾞｭﾄﾞﾗｲ","KG","3987"
"900000","DRM 充填機液回収ﾄﾞﾗﾑ","EA","3988"
"220374","BTL 20L ﾎﾟﾘｶﾝ ｸﾞﾚｰﾛｯｸ 116-5","EA","3989"
"220515","CAP KC6052ｸﾞﾚｰﾛｯｸｷｬｯﾌﾟｶﾞｽﾇｷ","EA","3990"
"220511","LBL ﾎﾟﾘｶﾝｷｬｯﾌﾟﾁｭｳｲｼｰﾙ","EA","3991"
"220465","LBL ﾑｼﾞPCﾖｳ ﾕﾎﾟ 150X210","EA","3992"
"308","BI ｽﾗｲﾀﾞｰ IA2","KG","3993"
"2287578","TPL 共通ﾊﾟﾚｯﾄ積用･段ﾊﾟｯﾄ","EA","3994"
"308","BI ｽﾗｲﾀﾞｰ IA2","KG","3995"
"220341","DRM 200L SUS ﾘｰｽﾄﾞﾗﾑ","EA","3996"
"220384","LBL ﾑｼﾞPCﾖｳ ﾐﾗｺｰﾄ 150X210","EA","3997"
"220516","CAP ﾄﾞﾗﾑｷｬｯﾌﾟﾊﾟﾙｷｰ ﾀﾞｲｼｮｳｾｯﾄ","EA","3998"
"220384","LBL ﾑｼﾞPCﾖｳ ﾐﾗｺｰﾄ 150X210","EA","3999"
"220575","COT 1KLSUS-ｼﾞｭｼｽﾗｲﾀﾞｰ NO32","EA","4000"
"220525","PLA ｺﾝﾃﾅｹｯｿｸﾊﾞﾝﾄﾞ ｼｮｳ","EA","4001"
"220526","PLA ｺﾝﾃﾅｹｯｿｸﾊﾞﾝﾄﾞ ﾁｮｳ","EA","4002"
"958958","LBL (ﾏｲﾄﾞ)ﾌｳｲﾝｼｰﾙ 白色","EA","4003"
"308","BI ｽﾗｲﾀﾞｰ IA2","KG","4004"
"308","BI ｽﾗｲﾀﾞｰ IA2","KG","4005"
"220532","LOR ﾛｰﾘｰ (ﾀﾞｲｽｳｶｸﾆﾝﾉｺﾄ)","EA","4006"
"220526","PLA ｺﾝﾃﾅｹｯｿｸﾊﾞﾝﾄﾞ ﾁｮｳ","EA","4007"
"958958","LBL (ﾏｲﾄﾞ)ﾌｳｲﾝｼｰﾙ 白色","EA","4008"
"963330","FLM BIB 18Lﾊﾟﾜ-ｼｭﾘﾝｸ13280=20ﾎﾝ","EA","4009"
"3020103","OTH共通BIB用PPﾊﾞﾝﾄﾞ(ｱｵ)","EA","4010"
"2885586","CTN BIB 共通ｻｲﾄﾞﾋﾟｰｽ ﾛｺﾞ無","EA","4011"
"962170","POU共通BIBﾊﾞｯｸ+ﾌﾟﾙﾘﾝｸﾞｷｬｯﾌﾟ","EA","4012"
"984610","CTN BIB共通ﾗｯﾌﾟﾋﾟｰｽｶｯﾄﾃｰﾌﾟﾅｼ","EA","4013"
"914700","LBL CS COAT 18L BIB","EA","4014"
"6050800","BI ｺｳﾀｸｵｳ ﾌﾟﾗｽC","KG","4015"
"210259","ｷﾚｽﾄ 110J (25KG) (諸星納入)","KG","4016"
"210180","ﾓﾉｴﾀﾉｰﾙｱﾐﾝ(200KG) *24*","KG","4017"
"362304","ｱﾃﾞｶﾄｰﾙLB-83(180KG) *28*","KG","4018"
"885182","ﾌｫｽﾌｧﾉｰﾙML-211(200KG)*25*","KG","4019"
"823790","EDTA 4NA 40%水溶液(JACKCHEM)","KG","4020"
"336700","WATER","KG","4021"
"831120","ﾆﾁﾕ NAA-34（180KG）*16*","KG","4022"
"6017663","★BI ﾃﾞﾀｰﾌｧｲﾝ　ｺﾝｸ　LA","KG","4023"
"960340","CAP 43ﾊﾟｯｷﾝｱﾘｷｬｯﾌﾟ(2L/5L)","EA","4024"
"932860","BTL JD 5L WEL ﾅﾁｭﾗﾙ(N)","EA","4025"
"914730","LBL ﾃﾞﾀｰﾌｧｲﾝｺﾝｸLA 6KG","EA","4026"
"998490","CTN ﾃﾞﾀｰﾌｧｲﾝｺﾝｸLA 6KGX3","EA","4027"
"6017671","BI ★ﾃﾞﾀｰﾌｧｲﾝ　ｺﾝｸ　LM","KG","4028"
"960340","CAP 43ﾊﾟｯｷﾝｱﾘｷｬｯﾌﾟ(2L/5L)","EA","4029"
"932860","BTL JD 5L WEL ﾅﾁｭﾗﾙ(N)","EA","4030"
"914720","LBL ﾃﾞﾀｰﾌｧｲﾝｺﾝｸLM 6KG","EA","4031"
"998480","CTN ﾃﾞﾀｰﾌｧｲﾝｺﾝｸLM 6KGX3","EA","4032"
"5343782","BI ﾄｲﾚﾉｼｮｳｼｭｳﾎﾞｳｼｭｳｻﾞｲ","KG","4033"
"998530","CTN ｱﾝﾓﾆｱｸﾘｱ 10L","EA","4034"
"220528","BTL 10L QBﾃﾅｰ(10SU ｷｬｯﾌﾟ無)","EA","4035"
"941130","CAP 10・20L共用 BIB","EA","4036"
"960020","PLA 10・20L共用 BIB Sｺｯｸ","EA","4037"
"5343782","BI ﾄｲﾚﾉｼｮｳｼｭｳﾎﾞｳｼｭｳｻﾞｲ","KG","4038"
"934880","BTL ｱﾝﾓﾆｱｸﾘｱ 550ML","EA","4039"
"998510","CTN ｱﾝﾓﾆｱｸﾘｱ 550MLX12","EA","4040"
"998520","CTN ｱﾝﾓﾆｱｸﾘｱ 550MLX12ﾖｳｼｷﾘ","EA","4041"
"993540","TRG AFA霧ﾄﾘｶﾞｰ ｼﾛ/ｼﾛ","EA","4042"
"3051436","CAP 共通密栓ｷｬｯﾌﾟ(ﾊﾟｯｷﾝﾂｷ)ｱｶ","EA","4043"
"336700","WATER","KG","4044"
"820140","ｶｾｲｶﾘ 48% 工業用ｸﾞﾚｰﾄﾞ(ﾛｰﾘｰ)","KG","4045"
"362501","JIS3ｺﾞｳ ｹｲｻﾝｿｰﾀﾞ (1200KG)","KG","4046"
"4025993","ｱｷｭｿｰﾙ445 (ﾌﾟﾗｲﾏﾙLMW45)(1200KG","KG","4047"
"4025977","ﾌﾟﾙﾗﾌｧｯｸ LF224 (200KG)*28*","KG","4048"
"885014","ﾃｲｶﾄｯｸｽ N5040(200KG) *1*","KG","4049"
"210489","AG 6206(210KG) *33*","KG","4050"
"2912151","■ﾌﾟﾛﾋﾟﾚﾝｸﾞﾘｺｰﾙ(ﾛｰﾘｰ)(ｼｮｸﾃﾝ)","KG","4051"
"821872","ｸﾞﾙｺﾝ酸ﾅﾄﾘｳﾑ(福洋) (25KG)","KG","4052"
"823865","ｸﾚﾜｯﾄ PC-C3 (NTA) (500KG)","KG","4053"
"800000","BI 充填機回収液DRM","KG","4054"
"800000","BI 充填機回収液DRM","KG","4055"
"820140","ｶｾｲｶﾘ 48% 工業用ｸﾞﾚｰﾄﾞ(ﾛｰﾘｰ)","KG","4056"
"4025993","ｱｷｭｿｰﾙ445 (ﾌﾟﾗｲﾏﾙLMW45)(1200KG","KG","4057"
"336700","WATER","KG","4058"
"894190","ｸﾚｽﾄｶﾞｰﾄﾞ412LAS(250KG) 常備","KG","4059"
"210318","ｶｾｲｿｰﾀﾞ ｴｷ48% ﾛｰﾘｰ TK-616ｷｼｬｸ","KG","4060"
"336701","BINT ｲｵﾝ交換水","KG","4061"
"342616","DILUTED MEA-90% (ﾛ-ﾘ-)劇物","KG","4062"
"823865","ｸﾚﾜｯﾄ PC-C3 (NTA) (500KG)","KG","4063"
"6017971","BI ｷｯﾁﾝﾌﾟﾛ DISH SOAP","KG","4064"
"998580","CTN ｷｯﾁﾝﾌﾟﾛ DISH SOAP 5KGX3","EA","4065"
"914830","LBL ｷｯﾁﾝﾌﾟﾛ DISH SOAP 5KG","EA","4066"
"932860","BTL JD 5L WEL ﾅﾁｭﾗﾙ(N)","EA","4067"
"960340","CAP 43ﾊﾟｯｷﾝｱﾘｷｬｯﾌﾟ(2L/5L)","EA","4068"
"883020","ｴﾏﾙﾐﾝ NL-70(180KG) *19*","KG","4069"
"883021","ｴﾏﾙﾐﾝ NL-90(190KG) *24*","KG","4070"
"880896","ｴﾏｰﾙ 125HP(200KG)  *3*","KG","4071"
"3044543","ACTICIDE MB (20KG)","KG","4072"
"332122","■ｸｴﾝ酸（結晶）FG (25KG)","KG","4073"
"894327","■硫酸亜鉛(食添)(20KG)","KG","4074"
"884504","ﾐﾀｲﾝ LPB(N) (200KG) *38*","KG","4075"
"6050594","■ｸｴﾝ酸三NA(結晶)M食添","KG","4076"
"336700","WATER","KG","4077"
"881310","ﾌｪﾝﾀｹｱ OA 12(1000KG)","KG","4078"
"6018535","BI ｻｽﾃｨﾅｿﾘｯﾄﾞｼｰﾙ　ｼｭｻﾞｲ","KG","4079"
"932860","BTL JD 5L WEL ﾅﾁｭﾗﾙ(N)","EA","4080"
"914840","LBL ｻｽﾃｨﾅｿﾘｯﾄﾞｼｰﾙ 4.55KG","EA","4081"
"998590","CTN ｻｽﾃｨﾅｿﾘｯﾄﾞｼｰﾙ4.55+0.45KGX2","EA","4082"
"998600","PAD ｻｽﾃｨﾅｿﾘｯﾄﾞｼｰﾙ用仕切り","EA","4083"
"6018578","PI ｻｽﾃｨﾅｿﾘｯﾄﾞｼｰﾙ ﾃﾝｶｻﾞｲ 0.45kg","EA","4084"
"960340","CAP 43ﾊﾟｯｷﾝｱﾘｷｬｯﾌﾟ(2L/5L)","EA","4085"
"260","BI ﾀﾞｲｷﾚｰﾄ RF1","KG","4086"
"220532","LOR ﾛｰﾘｰ (ﾀﾞｲｽｳｶｸﾆﾝﾉｺﾄ)","EA","4087"
"220526","PLA ｺﾝﾃﾅｹｯｿｸﾊﾞﾝﾄﾞ ﾁｮｳ","EA","4088"
"958958","LBL (ﾏｲﾄﾞ)ﾌｳｲﾝｼｰﾙ 白色","EA","4089"
"336700","WATER","KG","4090"
"833144","T.B.E.P.(ｿﾙﾍﾞｲ品/200KG) *13*","KG","4091"
"3162540","ｶｰﾋﾞﾄｰﾙ ｿﾙﾍﾞﾝﾄLG (205KG)*5*","KG","4092"
"741010","BINT FT-100 SOLUTION 25%","KG","4093"
"362442","ｱｸﾃｨｻｲﾄﾞMV4 (20KG)","KG","4094"
"342009","ｱﾝﾓﾆｱ水 25% (18KG) 劇物","KG","4095"
"2904417","ｱﾛﾝFP-7 (1000KG)","KG","4096"
"856332","ｱﾃﾞｶﾎﾞﾝﾀｲﾀｰ HUX-370(180KG)*2*","KG","4097"
"345622","ﾊｲﾃｯｸ E-8210 (1000KG)","KG","4098"
"336701","BINT ｲｵﾝ交換水","KG","4099"
"898400","ｶﾙﾎﾞｼﾞﾗｲﾄ V10(200KG)","KG","4100"
"6018551","BI ｻｽﾃｨﾅｿﾘｯﾄﾞｼｰﾙ　ﾃﾝｶｻﾞｲ","KG","4101"
"944850","CAP ｷｬｯﾌﾟ付共用","EA","4102"
"5245985","CTN ｻｽﾃｨﾅﾃﾝｶｻﾞｲﾖｳﾑｼﾞｶｰﾄﾝ 450ML","EA","4103"
"935370","BTL ｻｽﾃｨﾅｿﾘｯﾄﾞｼｰﾙﾃﾝｶｻﾞｲ 0.45KG","EA","4104"
"4025993","ｱｷｭｿｰﾙ445 (ﾌﾟﾗｲﾏﾙLMW45)(1200KG","KG","4105"
"884122","ｱｷｭｿﾞｰﾙ 810A(中間体A10) *34*","KG","4106"
"821872","ｸﾞﾙｺﾝ酸ﾅﾄﾘｳﾑ(福洋) (25KG)","KG","4107"
"883808","ﾗｲｵﾉｰﾙNH-1509(18KG)*20*","KG","4108"
"823905","ﾃﾞｨｿﾞﾙﾋﾞﾝ D-40 (250KG) *27*","KG","4109"
"210317","ｶｾｲｿｰﾀﾞ ｴｷ48% ﾛｰﾘｰ TK-657","KG","4110"
"336701","BINT ｲｵﾝ交換水","KG","4111"
"336701","BINT ｲｵﾝ交換水","KG","4112"
"885185","ﾄﾗｲﾄﾝ H-66(238.14KG) *37*","KG","4113"
"3153088","PLURAFAC LF-403 (190KG)*41*","KG","4114"
"210456","ﾄﾗｲﾄﾝ BG-10(230KG) *18*","KG","4115"
"342461","*ﾌﾟﾛｷｾﾙ GXL(S) (20000GM)*","GM","4116"
"932860","BTL JD 5L WEL ﾅﾁｭﾗﾙ(N)","EA","4117"
"960340","CAP 43ﾊﾟｯｷﾝｱﾘｷｬｯﾌﾟ(2L/5L)","EA","4118"
"990510","CTN ｾｰﾌﾀｯﾁﾊﾝﾄﾞｿｰﾌﾟﾌﾟﾗｽF 5LX2","EA","4119"
"914910","LBL ｾｰﾌﾀｯﾁﾊﾝﾄﾞｿｰﾌﾟﾌﾟﾗｽF 5L","EA","4120"
"6020694","BI ｾｰﾌﾀｯﾁﾊﾝﾄﾞｿｰﾌﾟﾌﾟﾗｽF","KG","4121"
"263","BI HDS ﾌﾟﾚﾐｯｸｽ","KG","4122"
"220465","LBL ﾑｼﾞPCﾖｳ ﾕﾎﾟ 150X210","EA","4123"
"6018691","PI ﾘﾕｰｽｺﾝﾃﾅ(445ﾕｳｾﾝ)","EA","4124"
"2287578","TPL 共通ﾊﾟﾚｯﾄ積用･段ﾊﾟｯﾄ","EA","4125"
"3045221","CAP KC60550(20L共用)","EA","4126"
"932540","BTL 20Lﾍﾝﾍﾟｲﾎﾞﾄﾙ ｱｵ","EA","4127"
"914920","LBL ﾆﾁﾈﾝﾃﾞｨｰﾌﾟｸﾘｰﾝA 20L","EA","4128"
"958958","LBL (ﾏｲﾄﾞ)ﾌｳｲﾝｼｰﾙ 白色","EA","4129"
"647190","BI ★ﾃﾞﾀｰｸﾘｰﾝLAM (DLAM)","KG","4130"
"894806","ｱﾙｽｺｰﾌﾟTH-370N(200KG)*23*","KG","4131"
"860341","■ｼｮｸﾃﾝｸﾞﾘｾﾘﾝ(ﾌﾞｶﾞｲﾋﾝ)/ﾐﾖｼ*6","KG","4132"
"822542","■安息香酸ﾅﾄﾘｳﾑ(外原規ｸﾞﾚｰ","KG","4133"
"332122","■ｸｴﾝ酸（結晶）FG (25KG)","KG","4134"
"338012","*ﾌﾞﾙｰ #1(ﾀﾞｲﾜ化成) (1KG)*","GM","4135"
"336701","BINT ｲｵﾝ交換水","KG","4136"
"348132","ｲｿﾌﾟﾛﾋﾟﾙﾒﾁﾙﾌｪﾉｰﾙ (8KG)","KG","4137"
"882022","ﾘｶﾋﾞｵﾝ B-200 (200KG) *11*","KG","4138"
"220374","BTL 20L ﾎﾟﾘｶﾝ ｸﾞﾚｰﾛｯｸ 116-5","EA","4139"
"220515","CAP KC6052ｸﾞﾚｰﾛｯｸｷｬｯﾌﾟｶﾞｽﾇｷ","EA","4140"
"220511","LBL ﾎﾟﾘｶﾝｷｬｯﾌﾟﾁｭｳｲｼｰﾙ","EA","4141"
"260","BI ﾀﾞｲｷﾚｰﾄ RF1","KG","4142"
"2287578","TPL 共通ﾊﾟﾚｯﾄ積用･段ﾊﾟｯﾄ","EA","4143"
"966220","LBL AKｸﾘｰﾝｺｳｷﾚｰﾄｱﾙｶﾘ洗浄20KG","EA","4144"
"883021","ｴﾏﾙﾐﾝ NL-90(190KG) *24*","KG","4145"
"362429","JCT ｴﾄｷｼﾚｰﾄ 91-8(180KG)  *1*","KG","4146"
"342111","HA-12M(200KG) *18*","KG","4147"
"882038","ｱﾙｷﾙﾎﾟﾘｸﾞﾘｺｼﾄﾞAPG0810 65% *17*","KG","4148"
"820140","ｶｾｲｶﾘ 48% 工業用ｸﾞﾚｰﾄﾞ(ﾛｰﾘｰ)","KG","4149"
"336701","BINT ｲｵﾝ交換水","KG","4150"
"210318","ｶｾｲｿｰﾀﾞ ｴｷ48% ﾛｰﾘｰ TK-616ｷｼｬｸ","KG","4151"
"336013","ﾒﾁﾙﾌﾟﾛﾋﾟﾚﾝｼﾞｸﾞﾘｺｰﾙ(MFDG) ｼﾞｮｳﾋ","KG","4152"
"821872","ｸﾞﾙｺﾝ酸ﾅﾄﾘｳﾑ(福洋) (25KG)","KG","4153"
"810890","KAYAFECT YELLOW YQ LIQUID","GM","4154"
"860450","DB (ISO/ﾛｰﾘｰ 6社)","KG","4155"
"881125","BENZALKONIUM CHLORIDE 50%","KG","4156"
"220374","BTL 20L ﾎﾟﾘｶﾝ ｸﾞﾚｰﾛｯｸ 116-5","EA","4157"
"220515","CAP KC6052ｸﾞﾚｰﾛｯｸｷｬｯﾌﾟｶﾞｽﾇｷ","EA","4158"
"220511","LBL ﾎﾟﾘｶﾝｷｬｯﾌﾟﾁｭｳｲｼｰﾙ","EA","4159"
"2287578","TPL 共通ﾊﾟﾚｯﾄ積用･段ﾊﾟｯﾄ","EA","4160"
"966247","LBL ﾀﾞｲｷﾚｰﾄRF401 20KG ﾛｰﾙ","EA","4161"
"201","BI ﾀﾞｲｷﾚｰﾄ RF401","KG","4162"
"220384","LBL ﾑｼﾞPCﾖｳ ﾐﾗｺｰﾄ 150X210","EA","4163"
